Link,Topic,Card Title,Tags,Date,Card Text
/news/item/1642797/,ulyanovsk,В Ульяновской области сотрудник ДПС регионального ГИБДД подозревается в получении взятки,['взятка'],04 Октября 2022,"Следственными органами Следственного комитета по Ульяновской области возбуждено уголовное дело в отношении инспектора ДПС ГИБДД России по Ульяновской области, подозреваемого в совершении преступления, предусмотренного ч. 3 ст. 290 УК РФ (получение взятки должностным лицом за незаконные действия).
По данным следствия, 26 декабря 2021 года подозреваемый в селе Прислониха Карсунского района получил взятку в размере 30 тысяч рублей от местного жителя за несоставление протокола об административном правонарушении за управление автомобилем в состоянии алкогольного опьянения.
Преступная деятельность подозреваемого была пресечена в результате совместных мероприятий органов Следственного комитета и подразделения собственной безопасности регионального УМВД.
В настоящее время проводятся следственные действия и оперативно-розыскные мероприятия, направленные на установление всех обстоятельств совершенного преступления. Расследование уголовного дела продолжается."
/news/item/1250250/,ulyanovsk,В Ульяновской области врач осужден за получение взятки,['взятка'],10 Августа 2022,"Завершено расследование уголовного дела в отношении 49-летнего врача невролога неврологического отделения ГУЗ «Кузоватовская РБ» Олега Биденко, обвиняемого в совершении преступления, предусмотренного ч.3 ст. 290 УК РФ (получение взятки за совершение незаконных действий).
Следствием и судом установлено, что 23.03.2018 года около 10 часов врач-невролог указанного медицинского учреждения за непостановку на наркологический учёт местного жителя получил взятку в размере 20 тысяч рублей. Денежные средства по просьбе осужденного были перечислены на его банковскую карту.
Приговором суда Биденко назначено наказание в виде штрафа в размере 500 тысяч рублей, также он лишен права на протяжении двух лет занимать  должности в системе здравоохранения, связанные с правом постановки и снятия с наркологического учета."
/news/item/1191497/,ulyanovsk,В Ульяновской области проводится проверка по факту получения денег руководителем одного из подразделений мэрии,[],06 Августа 2022,"Следственными органами Следственного комитета Российской Федерации по Ульяновской области проводится проверка по факту получения денежных средств начальником управления по развитию предпринимательства, инвестициям и потребительскому рынку при администрации Ульяновска.
 
Предварительно установлено, что 20 декабря 2017 года чиновник, находясь на своем рабочем месте в Администрации Ульяновска в Ленинском районе города, получил от частного предпринимателя денежные средства в сумме 40 тысяч рублей.
 
Получение денежных средств проходило под контролем сотрудников правоохранительных органов. Пресечена преступная деятельность чиновника в ходе совместных мероприятий органов Следственного комитета и  оперативных подразделений УМВД по Ульяновской области.
 
В настоящее время проводятся проверочные мероприятия, направленные на установление всех обстоятельств произошедшего, опрашиваются должностные лица администрации, изымается необходимая документация. По результатам проверки будет принято процессуальное решение, ее ход находится на контроле аппарата Следственного управления"
/news/item/1189085/,ulyanovsk,В Ульяновской области сотрудник полиции за взятку передал арестованному запрещенные предметы,['взятка'],16 Февраля 2022,"Следственными органами Следственного комитета Российской Федерации по Ульяновской области завершено расследование уголовного дела в отношении полицейского группы охраны и конвоирования подозреваемых и обвиняемых изолятора временного содержания Межмуниципального отдела МВД России «Чердаклинский», обвиняемого в совершении преступления, предусмотренного ч. 1 ст. 291.2 УК РФ (мелкое взяточничество).
 
По версии следствия, 15 сентября 2017 года 25-летний сержант полиции, находясь в помещении изолятора временного содержания указанного подразделения органов внутренних дел, расположенного на улице Ленина в районном поселке Чердаклы Ульяновской области, за взятку передал содержащемуся под стражей по делу об убийстве обвиняемому пачку сигарет, в которой, как он полагал, находится сотовый телефон. Деньги в качестве взятки в размере 2 тысяч рублей полицейский получил ранее в этот же день от неустановленных лиц, когда ездил за питанием для подозреваемых и обвиняемых, содержащихся в ИВС. Эти же лица передали ему и пачку сигарет, пояснив, что там находится сотовый телефон. Впоследствии было установлено, что в сигаретной пачке находилось наркотическое средство.
 
Следователем собрана достаточная доказательственная база, в связи с чем уголовное дело с утвержденным обвинительным заключением направлено в суд для рассмотрения по существу."
/news/item/1489865/,ulyanovsk,В Ульяновске экс-заведующая детским садом № 185 обвиняется в получении взяток,['взятка'],01 Февраля 2022,"Следственными органами Следственного комитета Российской Федерации по Ульяновской области завершено расследование уголовного дела в отношении экс-заведующей муниципальным бюджетным дошкольным образовательным учреждением «Детский сад №185»,  обвиняемой в совершении преступлений, предусмотренных ч.3 ст.290 УК РФ (получение должностным лицом взятки)
По данным следствия, в 2015 году обвиняемая получала от жителей города Ульяновска денежные средства в сумме 5-20 тысяч рублей за прием малолетних детей в возглавляемое ей дошкольное учреждение. При этом заведующая организовывала изготовление фиктивных медицинских справок о том, что дети состоят на учете в противотуберкулезном диспансере, необходимых для зачисления в профильную группу оздоровительной направленности садика.
Следователем собрана достаточная доказательственная база, в связи с чем уголовное дело с утвержденным обвинительным заключением направлено в суд для рассмотрения по существу."
/news/item/1591074/,ulyanovsk,Сотрудник ФКУ КП-5 УФСИН России по Ульяновской области обвиняется в получении взятки,[],27 Декабря 2021,"Следственными органами Следственного комитета Российской Федерации по Ульяновской области завершено расследование уголовного дела в отношении начальника отдела группы по воспитательной работе с осужденными ФКУ КП-5 УФСИН России по Ульяновской области, обвиняемого в совершении преступления, предусмотренного ч. 1 ст. 291.2 УК РФ (получение взятки через посредника в размере, не превышающем десяти тысяч рублей).
 Уголовное дело возбуждено на основании материалов оперативно-розыскной деятельности, представленных УМВД и УФСИН России по Ульяновской области.
 По данным следствия, в декабре 2020 года обвиняемый получил через посредника от одного из осужденных взятку в размере 5000 тысяч рублей за быстрый сбор необходимых документов для рассмотрения административной комиссией исправительного учреждения ходатайства о замене неотбытой части наказания в виде лишения свободы более мягким видом наказания.
 Следователем собрана достаточная доказательственная база, в связи с чем уголовное дело с утвержденным обвинительным заключением направлено в суд для рассмотрения по существу."
/news/item/1426080/,ulyanovsk,В Ульяновской области сотрудница системы исполнения наказаний осуждена  за присвоение денежных средств,[],26 Ноября 2021,"Собранные Димитровградским межрайонным следственным отделом СУ СКР по Ульяновской области доказательства признаны судом достаточными для вынесения приговора экс-главному бухгалтеру ФКУ КП-5 УФСИН РФ по Ульяновской области. Она признана виновной в совершении преступления, предусмотренного ч. 3 ст. 160 УК РФ (присвоение чужого имущества с использованием своего служебного положения).
Следствием и судом установлено, что с мая 2018 года по август 2019 года главный бухгалтер «Колонии-поселения №5» незаконно совершала перечисления денежных средств себе на личный расчетный счет. Всего ей удалось присвоить более 645 тысяч рублей.
Пресечена преступная деятельность злоумышленницы в результате совместных мероприятий органов Следственного комитета и подразделения собственной безопасности УФСИН, а также Управления ФСБ России по Ульяновской области.
Осужденной назначено наказание в виде 1 года и 6 месяцев условно со штрафом в размере 7000 рублей."
/news/item/1520520/,ulyanovsk,В Ульяновске экс-директор областного художественного музея обвиняется в получении взяток,['взятка'],25 Ноября 2021,"Следственными органами Следственного комитета Российской Федерации по Ульяновской области завершено расследование уголовного дела в отношении бывшего директора ОГБУК «Ульяновский областной художественный музей», обвиняемого в совершении преступления, предусмотренного п. «в» ч.5 ст.290 УК РФ (получение должностным лицом взятки в крупном размере).
По данным следствия, в период с мая 2016 по сентябрь 2019 года получил частями от местного предпринимателя взятку в размере 544 тысячи рублей за заключение договоров с художественным музеем на выполнение работ и оказание услуг.
Следователем собрана достаточная доказательственная база, в связи с чем уголовное дело с утвержденным обвинительным заключением направлено в суд для рассмотрения по существу."
/news/item/1218514/,ulyanovsk,Пьяный водитель обвиняется в даче взятки сотруднику полиции,['взятка'],21 Октября 2021,"Следственными органами Следственного комитета Российской Федерации по Ульяновской области завершено расследование уголовного дела в отношении 35-летнего местного жителя, обвиняемого в совершении преступления, предусмотренного ч. 1 ст. 291.2 УК РФ (мелкое взяточничество, то есть дача взятки в размере, не превышающем десяти тысяч рублей).
 
По данным следствия, 5 февраля и 24 марта 2017 года обвиняемый передал в качестве взятки инспектору дорожно-патрульной службы ОБ ДПС УМВД России по городу Ульяновску денежные средства в общей сумме 9 тысяч рублей за непривлечение к административной ответственности за управление транспортным средством в состоянии алкогольного опьянения. Передача денежных средств проходила под контролем сотрудников подразделения собственной безопасности УМВД России по Ульяновской области.
 
Следователем собрана достаточная доказательственная база, в связи с чем уголовное дело передано для утверждения обвинительного заключения и последующего направления в суд для рассмотрения по существу."
/news/item/1508100/,ulyanovsk,В Ульяновске экс-директор областного художественного музея обвиняется в получении взятки,[],06 Августа 2021,"Следственными органами Следственного комитета Российской Федерации по Ульяновской области завершено расследование уголовного дела в отношении бывшего директора ОГБУК «Ульяновский областной художественный музей», обвиняемого в совершении преступления, предусмотренного п. «в» ч.5 ст.290 УК РФ (получение должностным лицом взятки в крупном размере).
 
По данным следствия, в период с мая 2016 по сентябрь 2019 года получил частями от местного предпринимателя взятку в размере 544 тысячи рублей за заключение договоров с художественным музеем на выполнение работ и оказание услуг.
 
Следователем собрана достаточная доказательственная база, в связи с чем уголовное дело с утвержденным обвинительным заключением направлено в суд для рассмотрения по существу."
